seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr2	47142599	47142726	128	*	X067312	57217	47143296	47303275	159980	+	569	upstream	569	TTC7A
chr2	47169285	47169494	210	*	X067313	90411	47129009	47168994	39986	-	290	upstream	290	MCFD2
chr2	47403448	47403604	157	*	X067315	285051	47293080	47403740	110661	-	0	inside	135	STPG4
chr2	47403448	47403604	157	*	X067315	805	47387221	47403740	16520	-	0	inside	135	CALM2
chr2	47629888	47630007	120	*	X067337	4436	47630206	47906510	276305	+	198	upstream	198	MSH2
chr2	47798152	47798282	131	*	X067342	56660	47747915	47797470	49556	-	681	upstream	681	KCNK12
chr2	47798715	47798793	79	*	X067343	56660	47747915	47797470	49556	-	1244	upstream	1244	KCNK12
chr2	47798808	47799108	301	*	X067344	56660	47747915	47797470	49556	-	1337	upstream	1337	KCNK12
chr2	47799289	47799408	120	*	X067345	56660	47747915	47797470	49556	-	1818	upstream	1818	KCNK12
chr2	48009790	48009946	157	*	X067366	2956	48010221	48034092	23872	+	274	upstream	274	MSH6
chr2	48667326	48667436	111	*	X067381	129285	48667908	48742531	74624	+	471	upstream	471	PPP1R21
chr2	48667578	48667712	135	*	X067382	129285	48667908	48742531	74624	+	195	upstream	195	PPP1R21
chr2	48668084	48668591	508	*	X067383	129285	48667908	48742531	74624	+	0	inside	175	PPP1R21
chr2	48982527	48982751	225	*	X067391	3973	48913913	48982880	68968	-	0	inside	128	LHCGR
chr2	48982785	48982848	64	*	X067392	3973	48913913	48982880	68968	-	0	inside	31	LHCGR
chr2	48982936	48983009	74	*	X067393	3973	48913913	48982880	68968	-	55	upstream	55	LHCGR
chr2	48983175	48983309	135	*	X067394	3973	48913913	48982880	68968	-	294	upstream	294	LHCGR
chr2	53995099	53995338	240	*	X067409	494143	53994929	54002287	7359	+	0	inside	169	CHAC2
chr2	54013906	54013966	61	*	X067410	27248	54014068	54045956	31889	+	101	upstream	101	ERLEC1
chr2	54197791	54197863	73	*	X067414	23198	54091204	54197977	106774	-	0	inside	113	PSME4
chr2	54682657	54682776	120	*	X067427	6711	54683454	54898583	215130	+	677	upstream	677	SPTBN1
chr2	54682972	54683106	135	*	X067428	6711	54683454	54898583	215130	+	347	upstream	347	SPTBN1
chr2	54951015	54951159	145	*	X067433	400954	54952149	55199156	247008	+	989	upstream	989	EML6
chr2	55459172	55459306	135	*	X067449	6233	55459039	55462989	3951	+	0	inside	132	RPS27A
chr2	55459761	55459766	6	*	X067450	130162	55399687	55459699	60013	-	61	upstream	61	CLHC1
chr2	55459872	55459895	24	*	X067451	130162	55399687	55459699	60013	-	172	upstream	172	CLHC1
chr2	55460301	55460450	150	*	X067452	130162	55399687	55459699	60013	-	601	upstream	601	CLHC1
chr2	55496051	55496170	120	*	X067453	4528	55463756	55496384	32629	-	0	inside	213	MTIF2
chr2	55646634	55646892	259	*	X067455	55704	55514978	55647057	132080	-	0	inside	164	CCDC88A
chr2	55647320	55647439	120	*	X067456	55704	55514978	55647057	132080	-	262	upstream	262	CCDC88A
chr2	56151090	56151133	44	*	X067468	2202	56093097	56151298	58202	-	0	inside	164	EFEMP1
chr2	58468049	58468273	225	*	X067479	55120	58386378	58468515	82138	-	0	inside	241	FANCL
chr2	60781096	60781319	224	*	X067532	53335	60678302	60780633	102332	-	462	upstream	462	BCL11A
chr2	60781416	60781685	270	*	X067533	53335	60678302	60780633	102332	-	782	upstream	782	BCL11A
chr2	60782280	60782348	69	*	X067534	53335	60678302	60780633	102332	-	1646	upstream	1646	BCL11A
chr2	60782481	60782774	294	*	X067535	53335	60678302	60780633	102332	-	1847	upstream	1847	BCL11A
chr2	60983407	60983455	49	*	X067575	64895	60983365	61029221	45857	+	0	inside	41	PAPOLG
chr2	60983576	60983626	51	*	X067576	64895	60983365	61029221	45857	+	0	inside	210	PAPOLG
chr2	61108886	61109127	242	*	X067592	5966	61108752	61150178	41427	+	0	inside	133	REL
chr2	61108886	61109127	242	*	X067592	400957	61074895	61108449	33555	-	436	upstream	436	LINC01185
chr2	61243963	61244281	319	*	X067593	5194	61244697	61279125	34429	+	415	upstream	415	PEX13
chr2	61244432	61244596	165	*	X067594	5194	61244697	61279125	34429	+	100	upstream	100	PEX13
chr2	61244743	61244787	45	*	X067595	5194	61244697	61279125	34429	+	0	inside	45	PEX13
chr2	61244893	61244982	90	*	X067596	5194	61244697	61279125	34429	+	0	inside	195	PEX13
chr2	61245103	61245267	165	*	X067597	150962	61167548	61245365	77818	-	0	inside	97	PUS10
chr2	61698705	61698869	165	*	X067599	9736	61414590	61697849	283260	-	855	upstream	855	USP34
chr2	62082001	62082180	180	*	X067607	84140	62051983	62081278	29296	-	722	upstream	722	FAM161A
chr2	63816122	63816241	120	*	X067626	51057	63348535	63815867	467333	-	254	upstream	254	WDPCP
chr2	64067571	64067705	135	*	X067628	7360	64068098	64118696	50599	+	392	upstream	392	UGP2
chr2	64245737	64245916	180	*	X067631	51542	64119667	64246214	126548	-	0	inside	297	VPS54
chr2	64245947	64245958	12	*	X067632	51542	64119667	64246214	126548	-	0	inside	255	VPS54
chr2	64680890	64681064	175	*	X067665	29094	64681327	64688517	7191	+	262	upstream	262	LGALSL
chr2	64750507	64750596	90	*	X067668	54812	64751439	64820138	68700	+	842	upstream	842	AFTPH
chr2	64752098	64752141	44	*	X067669	100616419	64752647	64752699	53	+	505	upstream	505	MIR4434
chr2	64752427	64752473	47	*	X067670	100616419	64752647	64752699	53	+	173	upstream	173	MIR4434
chr2	65159142	65159291	150	*	X067710	400958	65128974	65159581	30608	-	0	inside	289	LINC02245
chr2	65159578	65159622	45	*	X067711	400958	65128974	65159581	30608	-	0	overlapStart	0	LINC02245
chr2	65454366	65454577	212	*	X067726	10097	65454829	65498390	43562	+	251	upstream	251	ACTR2
chr2	65454683	65454699	17	*	X067727	10097	65454829	65498390	43562	+	129	upstream	129	ACTR2
chr2	66660441	66660604	164	*	X067764	730198	66650475	66660602	10128	-	0	overlapStart	0	MEIS1-AS3
chr2	66660441	66660604	164	*	X067764	4211	66662532	66799891	137360	+	1927	upstream	1927	MEIS1
chr2	66662421	66662525	105	*	X067765	730198	66650475	66660602	10128	-	1818	upstream	1818	MEIS1-AS3
chr2	66662421	66662525	105	*	X067765	4211	66662532	66799891	137360	+	6	upstream	6	MEIS1
chr2	67624668	67624757	90	*	X067783	54465	67624442	67637533	13092	+	0	inside	225	ETAA1
chr2	68289849	68289968	120	*	X067786	10438	68269332	68290159	20828	-	0	inside	190	C1D
chr2	68290075	68290095	21	*	X067787	10438	68269332	68290159	20828	-	0	inside	63	C1D
chr2	68385257	68385413	157	*	X067789	56902	68385005	68403094	18090	+	0	inside	251	PNO1
chr2	68385257	68385413	157	*	X067789	116143	68350068	68384692	34625	-	564	upstream	564	DNAAF10
chr2	68480008	68480164	157	*	X067791	5534	68405989	68479651	73663	-	356	upstream	356	PPP3R1
chr2	68547104	68547238	135	*	X067796	25927	68511303	68547183	35881	-	0	overlapStart	0	CNRIP1
chr2	68547479	68547798	320	*	X067797	25927	68511303	68547183	35881	-	295	upstream	295	CNRIP1
chr2	68694329	68694352	24	*	X067802	200558	68694691	68857856	163166	+	338	upstream	338	APLF
chr2	68694329	68694352	24	*	X067802	554251	68689505	68694390	4886	-	0	inside	37	FBXO48
chr2	69201966	69201983	18	*	X067864	56287	69201705	69208112	6408	+	0	inside	260	GKN1
chr2	69240513	69240662	150	*	X067866	84168	69240276	69476459	236184	+	0	inside	236	ANTXR1
chr2	69968803	69968813	11	*	X067885	307	69969127	70053596	84470	+	313	upstream	313	ANXA4
chr2	70121197	70121331	135	*	X067888	11017	70121075	70132368	11294	+	0	inside	121	SNRNP27
chr2	70314855	70314886	32	*	X067895	5093	70314585	70316334	1750	+	0	inside	269	PCBP1
chr2	70314855	70314886	32	*	X067895	400960	70189395	70314147	124753	-	707	upstream	707	PCBP1-AS1
chr2	70315243	70315377	135	*	X067896	400960	70189395	70314147	124753	-	1095	upstream	1095	PCBP1-AS1
chr2	70484670	70484712	43	*	X067897	51449	70484842	70508317	23476	+	129	upstream	129	PCYOX1
chr2	70995069	70995188	120	*	X067969	119	70834750	70995375	160626	-	0	inside	186	ADD2
chr2	70995293	70995347	55	*	X067970	119	70834750	70995375	160626	-	0	inside	27	ADD2
chr2	70996103	70996210	108	*	X067971	119	70834750	70995375	160626	-	727	upstream	727	ADD2
chr2	70996250	70996402	153	*	X067972	119	70834750	70995375	160626	-	874	upstream	874	ADD2
chr2	70996658	70996756	99	*	X067973	119	70834750	70995375	160626	-	1282	upstream	1282	ADD2
chr2	71125640	71126205	566	*	X067994	25806	71127720	71160575	32856	+	1514	upstream	1514	VAX2
chr2	71127110	71127114	5	*	X067995	25806	71127720	71160575	32856	+	605	upstream	605	VAX2
chr2	71128016	71128065	50	*	X067996	25806	71127720	71160575	32856	+	0	inside	295	VAX2
chr2	71356921	71357070	150	*	X068011	10199	71357444	71377232	19789	+	373	upstream	373	MPHOSPH10
chr2	71357146	71357295	150	*	X068012	10199	71357444	71377232	19789	+	148	upstream	148	MPHOSPH10
chr2	71357146	71357295	150	*	X068012	84693	71336806	71357394	20589	-	0	inside	98	MCEE
chr2	71358097	71358180	84	*	X068013	84693	71336806	71357394	20589	-	702	upstream	702	MCEE
chr2	71453454	71454071	618	*	X068016	400961	71409868	71454233	44366	-	0	inside	161	PAIP2B
chr2	71454147	71454311	165	*	X068017	400961	71409868	71454233	44366	-	0	overlapStart	0	PAIP2B
chr2	71502955	71502971	17	*	X068022	27332	71503723	71662191	158469	+	751	upstream	751	ZNF638
chr2	71503690	71503773	84	*	X068023	27332	71503723	71662191	158469	+	0	overlapStart	0	ZNF638
chr2	71503947	71504058	112	*	X068024	27332	71503723	71662191	158469	+	0	inside	223	ZNF638
chr2	71678674	71678864	191	*	X068032	8291	71680753	71913893	233141	+	1888	upstream	1888	DYSF
chr2	72375047	72375364	318	*	X068305	56603	72356367	72374991	18625	-	55	upstream	55	CYP26B1
chr2	72375635	72375669	35	*	X068306	56603	72356367	72374991	18625	-	643	upstream	643	CYP26B1
chr2	72376275	72376312	38	*	X068307	56603	72356367	72374991	18625	-	1283	upstream	1283	CYP26B1
chr2	72376403	72376897	495	*	X068308	56603	72356367	72374991	18625	-	1411	upstream	1411	CYP26B1
chr2	73142576	73142873	298	*	X068356	2016	73144604	73162020	17417	+	1730	upstream	1730	EMX1
chr2	73142891	73143070	180	*	X068357	2016	73144604	73162020	17417	+	1533	upstream	1533	EMX1
chr2	73143114	73143149	36	*	X068358	2016	73144604	73162020	17417	+	1454	upstream	1454	EMX1
chr2	73143481	73143593	113	*	X068359	2016	73144604	73162020	17417	+	1010	upstream	1010	EMX1
chr2	73143969	73144088	120	*	X068360	2016	73144604	73162020	17417	+	515	upstream	515	EMX1
chr2	73144196	73144300	105	*	X068361	2016	73144604	73162020	17417	+	303	upstream	303	EMX1
chr2	73144316	73144457	142	*	X068362	2016	73144604	73162020	17417	+	146	upstream	146	EMX1
chr2	73299240	73299347	108	*	X068383	94097	73169165	73298965	129801	-	274	upstream	274	SFXN5
chr2	73460776	73460810	35	*	X068407	10574	73461364	73480150	18787	+	553	upstream	553	CCT7
chr2	73460776	73460810	35	*	X068407	84279	73455134	73460356	5223	-	419	upstream	419	PRADC1
chr2	73520470	73520561	92	*	X068414	1961	73518057	73520829	2773	-	0	inside	267	EGR4
chr2	73522280	73522475	196	*	X068415	1961	73518057	73520829	2773	-	1450	upstream	1450	EGR4
chr2	74056232	74056510	279	*	X068435	10617	74056043	74094295	38253	+	0	inside	188	STAMBP
chr2	74118285	74118419	135	*	X068436	72	74120093	74146780	26688	+	1673	upstream	1673	ACTG2
chr2	74118570	74118628	59	*	X068437	72	74120093	74146780	26688	+	1464	upstream	1464	ACTG2
chr2	74119740	74119859	120	*	X068438	72	74120093	74146780	26688	+	233	upstream	233	ACTG2
chr2	74119886	74120020	135	*	X068439	72	74120093	74146780	26688	+	72	upstream	72	ACTG2
chr2	74154071	74154135	65	*	X068450	1716	74153953	74186088	32136	+	0	inside	117	DGUOK
chr2	74374255	74374283	29	*	X068453	100507171	74375108	74379516	4409	+	824	upstream	824	BOLA3-AS1
chr2	74374489	74374608	120	*	X068454	100507171	74375108	74379516	4409	+	499	upstream	499	BOLA3-AS1
chr2	74374759	74374937	179	*	X068455	100507171	74375108	74379516	4409	+	170	upstream	170	BOLA3-AS1
chr2	74374759	74374937	179	*	X068455	388962	74362528	74375039	12512	-	0	inside	101	BOLA3
chr2	74375245	74375268	24	*	X068456	100507171	74375108	74379516	4409	+	0	inside	136	BOLA3-AS1
chr2	74375245	74375268	24	*	X068456	388962	74362528	74375039	12512	-	205	upstream	205	BOLA3
chr2	74375604	74375763	160	*	X068457	388962	74362528	74375039	12512	-	564	upstream	564	BOLA3
chr2	74405494	74405707	214	*	X068458	55233	74383211	74405995	22785	-	0	inside	287	MOB1A
chr2	74647722	74647841	120	*	X068474	84058	74648885	74652882	3998	+	1043	upstream	1043	WDR54
chr2	74668778	74668882	105	*	X068478	6242	74652988	74669060	16073	-	0	inside	177	RTKN
chr2	74668977	74669201	225	*	X068479	6242	74652988	74669060	16073	-	0	overlapStart	0	RTKN
chr2	74669217	74669257	41	*	X068480	6242	74652988	74669060	16073	-	156	upstream	156	RTKN
chr2	74682273	74682367	95	*	X068481	100532735	74682150	74688018	5869	+	0	inside	122	INO80B-WBP1
chr2	74682273	74682367	95	*	X068481	83444	74682150	74685087	2938	+	0	inside	122	INO80B
chr2	74682428	74682577	150	*	X068482	100532735	74682150	74688018	5869	+	0	inside	277	INO80B-WBP1
chr2	74682428	74682577	150	*	X068482	83444	74682150	74685087	2938	+	0	inside	277	INO80B
chr2	74684280	74684414	135	*	X068483	23559	74685527	74688018	2492	+	1112	upstream	1112	WBP1
chr2	74684988	74685059	72	*	X068484	23559	74685527	74688018	2492	+	467	upstream	467	WBP1
chr2	74685799	74685967	169	*	X068485	23559	74685527	74688018	2492	+	0	inside	271	WBP1
chr2	74734988	74735132	145	*	X068487	84759	74732170	74734821	2652	-	166	upstream	166	PCGF1
chr2	74755977	74756023	47	*	X068489	27429	74756532	74760683	4152	+	508	upstream	508	HTRA2
chr2	74756044	74756298	255	*	X068490	27429	74756532	74760683	4152	+	233	upstream	233	HTRA2
chr2	74780429	74780964	536	*	X068497	84695	74759946	74781062	21117	-	0	inside	97	LOXL3
chr2	74782859	74782955	97	*	X068498	84695	74759946	74781062	21117	-	1796	upstream	1796	LOXL3
chr2	75428350	75428369	20	*	X068535	6869	75273590	75426645	153056	-	1704	upstream	1704	TACR1
chr2	80531820	80531876	57	*	X068564	347730	80515481	80531487	16007	-	332	upstream	332	LRRTM1
chr2	80531907	80532011	105	*	X068565	347730	80515481	80531487	16007	-	419	upstream	419	LRRTM1
chr2	80532048	80532167	120	*	X068566	347730	80515481	80531487	16007	-	560	upstream	560	LRRTM1
chr2	80532732	80532741	10	*	X068567	347730	80515481	80531487	16007	-	1244	upstream	1244	LRRTM1
chr2	84686711	84686829	119	*	X068570	8802	84650647	84686586	35940	-	124	upstream	124	SUCLG1
chr2	84743118	84743252	135	*	X068571	1768	84743579	85046713	303135	+	326	upstream	326	DNAH6
chr2	85108199	85108408	210	*	X068581	129293	85048791	85108369	59579	-	0	overlapStart	0	TRABD2A
chr2	85109113	85109247	135	*	X068582	129293	85048791	85108369	59579	-	743	upstream	743	TRABD2A
chr2	85131913	85132047	135	*	X068588	9168	85132763	85133799	1037	+	715	upstream	715	TMSB10
chr2	85132061	85132118	58	*	X068589	9168	85132763	85133799	1037	+	644	upstream	644	TMSB10
chr2	85132296	85132480	185	*	X068590	9168	85132763	85133799	1037	+	282	upstream	282	TMSB10
chr2	85359188	85359352	165	*	X068594	83439	85360583	85537511	176929	+	1230	upstream	1230	TCF7L1
chr2	85360073	85360425	353	*	X068595	83439	85360583	85537511	176929	+	157	upstream	157	TCF7L1
chr2	85581154	85581303	150	*	X068659	84173	85581843	85618875	37033	+	539	upstream	539	ELMOD3
chr2	85581979	85582143	165	*	X068660	84173	85581843	85618875	37033	+	0	inside	135	ELMOD3
chr2	85581979	85582143	165	*	X068660	54884	85569078	85581821	12744	-	157	upstream	157	RETSAT
chr2	85765119	85765156	38	*	X068691	4144	85766101	85772403	6303	+	944	upstream	944	MAT2A
chr2	85765277	85765426	150	*	X068692	4144	85766101	85772403	6303	+	674	upstream	674	MAT2A
chr2	85766767	85766909	143	*	X068693	100630918	85764590	85766009	1420	-	757	upstream	757	PARTICL
chr2	85766985	85767104	120	*	X068694	100630918	85764590	85766009	1420	-	975	upstream	975	PARTICL
chr2	85804730	85804754	25	*	X068697	8673	85804614	85809156	4543	+	0	inside	115	VAMP8
chr2	85804800	85805005	206	*	X068698	8673	85804614	85809156	4543	+	0	inside	185	VAMP8
chr2	85823033	85823369	337	*	X068699	51255	85822837	85824831	1995	+	0	inside	195	RNF181
chr2	85830075	85830224	150	*	X068700	10713	85829965	85876407	46443	+	0	inside	109	USP39
chr2	85830075	85830224	150	*	X068700	129303	85825670	85829822	4153	-	252	upstream	252	TMEM150A
chr2	85897829	85897963	135	*	X068706	6439	85884440	85895864	11425	-	1964	upstream	1964	SFTPB
chr2	85919441	85919680	240	*	X068712	10578	85921414	85925875	4462	+	1733	upstream	1733	GNLY
chr2	85921582	85921746	165	*	X068713	10578	85921414	85925875	4462	+	0	inside	167	GNLY
chr2	85978994	85979188	195	*	X068736	84913	85980909	86018506	37598	+	1720	upstream	1720	ATOH8
chr2	85979460	85979609	150	*	X068737	84913	85980909	86018506	37598	+	1299	upstream	1299	ATOH8
chr2	85980448	85980820	373	*	X068738	84913	85980909	86018506	37598	+	88	upstream	88	ATOH8
chr2	86040929	86041048	120	*	X068745	284950	86042253	86053911	11659	+	1204	upstream	1204	LOC284950
chr2	86041109	86041119	11	*	X068746	284950	86042253	86053911	11659	+	1133	upstream	1133	LOC284950
chr2	86332480	86332629	150	*	X068757	55037	86333305	86369280	35976	+	675	upstream	675	PTCD3
chr2	86564918	86565032	115	*	X068785	65055	86441120	86565206	124087	-	0	inside	173	REEP1
chr2	86565873	86566097	225	*	X068786	65055	86441120	86565206	124087	-	666	upstream	666	REEP1
chr2	86790333	86790505	173	*	X068793	51652	86730553	86790620	60068	-	0	inside	114	CHMP3
chr2	88354524	88354958	435	*	X068809	51315	88326724	88355248	28525	-	0	inside	289	KRCC1
chr2	88468225	88468329	105	*	X068819	55258	88469814	88486156	16343	+	1484	upstream	1484	THNSL2
chr2	88468885	88468950	66	*	X068820	55258	88469814	88486156	16343	+	863	upstream	863	THNSL2
chr2	95537093	95537157	65	*	X068886	150483	95537232	95542568	5337	+	74	upstream	74	TEKT4
chr2	95613436	95613555	120	*	X068892	442028	95534422	95613087	78666	-	348	upstream	348	LOC442028
chr2	95613669	95613803	135	*	X068893	442028	95534422	95613087	78666	-	581	upstream	581	LOC442028
chr2	95614111	95614297	187	*	X068894	442028	95534422	95613087	78666	-	1023	upstream	1023	LOC442028
chr2	95689441	95689695	255	*	X068927	4118	95691400	95719737	28338	+	1704	upstream	1704	MAL
chr2	95690326	95690460	135	*	X068928	4118	95691400	95719737	28338	+	939	upstream	939	MAL
chr2	95690604	95690693	90	*	X068929	4118	95691400	95719737	28338	+	706	upstream	706	MAL
chr2	95691616	95691990	375	*	X068930	4118	95691400	95719737	28338	+	0	inside	215	MAL
chr2	95940033	95940152	120	*	X068991	150696	95940201	95957055	16855	+	48	upstream	48	PROM2
chr2	95940483	95940588	106	*	X068992	150696	95940201	95957055	16855	+	0	inside	281	PROM2
chr2	95961658	95961795	138	*	X068999	30818	95963072	96051825	88754	+	1276	upstream	1276	KCNIP3
chr2	95962020	95962169	150	*	X069000	30818	95963072	96051825	88754	+	902	upstream	902	KCNIP3
chr2	95962546	95962639	94	*	X069001	30818	95963072	96051825	88754	+	432	upstream	432	KCNIP3
chr2	96781871	96782005	135	*	X069078	151	96778623	96781888	3266	-	0	overlapStart	0	ADRA2B
chr2	96783161	96783981	821	*	X069079	151	96778623	96781888	3266	-	1272	upstream	1272	ADRA2B
chr2	96803759	96803918	160	*	X069109	431705	96789589	96804175	14587	-	0	inside	256	ASTL
chr2	96812133	96812473	341	*	X069111	1844	96808908	96811179	2272	-	953	upstream	953	DUSP2
chr2	96873728	96873862	135	*	X069134	285033	96874154	96908362	34209	+	291	upstream	291	STARD7-AS1
chr2	96970853	96971122	270	*	X069135	23020	96940074	96971307	31234	-	0	inside	184	SNRNP200
chr2	96971488	96971557	70	*	X069136	23020	96940074	96971307	31234	-	180	upstream	180	SNRNP200
chr2	96971708	96971809	102	*	X069137	23020	96940074	96971307	31234	-	400	upstream	400	SNRNP200
chr2	96989045	96989179	135	*	X069140	150771	96991062	96994091	3030	+	1882	upstream	1882	ITPRIPL1
chr2	97174553	97174791	239	*	X069151	93082	97163383	97173846	10464	-	706	upstream	706	NEURL3
chr2	97175668	97175796	129	*	X069152	93082	97163383	97173846	10464	-	1821	upstream	1821	NEURL3
chr2	97426854	97426944	91	*	X069212	26504	97426639	97477628	50990	+	0	inside	214	CNNM4
chr2	97481360	97481464	105	*	X069213	26505	97481991	97501121	19131	+	526	upstream	526	CNNM3
chr2	97536225	97536370	146	*	X069217	54910	97525473	97535735	10263	-	489	upstream	489	SEMA4C
chr2	98328338	98328467	130	*	X069337	7535	98330031	98356323	26293	+	1563	upstream	1563	ZAP70
chr2	98328864	98328967	104	*	X069338	7535	98330031	98356323	26293	+	1063	upstream	1063	ZAP70
chr2	98329103	98329432	330	*	X069339	7535	98330031	98356323	26293	+	598	upstream	598	ZAP70
chr2	98612016	98612060	45	*	X069350	23505	98372801	98612354	239554	-	0	inside	293	TMEM131
chr2	98612842	98612870	29	*	X069351	23505	98372801	98612354	239554	-	487	upstream	487	TMEM131
chr2	99225156	99225244	89	*	X069427	25972	99225042	99234977	9936	+	0	inside	113	UNC50
chr2	99225156	99225244	89	*	X069427	493753	99215786	99224981	9196	-	174	upstream	174	COA5
chr2	99225530	99225679	150	*	X069428	493753	99215786	99224981	9196	-	548	upstream	548	COA5
chr2	99348067	99348142	76	*	X069429	11320	99235569	99347589	112021	-	477	upstream	477	MGAT4A
chr2	99552912	99553190	279	*	X069465	343990	99410309	99552684	142376	-	227	upstream	227	CRACDL
chr2	99553973	99554122	150	*	X069466	343990	99410309	99552684	142376	-	1288	upstream	1288	CRACDL
chr2	99554138	99554158	21	*	X069467	343990	99410309	99552684	142376	-	1453	upstream	1453	CRACDL
chr2	99554508	99554602	95	*	X069468	343990	99410309	99552684	142376	-	1823	upstream	1823	CRACDL
chr2	99771625	99771694	70	*	X069470	51601	99771418	99779613	8196	+	0	inside	206	LIPT1
chr2	99771625	99771694	70	*	X069470	80705	99613724	99771187	157464	-	437	upstream	437	TSGA10
chr2	99952397	99952465	69	*	X069471	9669	99953834	100016728	62895	+	1368	upstream	1368	EIF5B
chr2	99952810	99952814	5	*	X069472	9669	99953834	100016728	62895	+	1019	upstream	1019	EIF5B
chr2	99953606	99953685	80	*	X069473	9669	99953834	100016728	62895	+	148	upstream	148	EIF5B
chr2	100938774	100939012	239	*	X069521	164832	100889753	100939195	49443	-	0	inside	182	LONRF2
chr2	101618968	101619162	195	*	X069600	6160	101618691	101636155	17465	+	0	inside	276	RPL31
chr2	101869643	101869699	57	*	X069606	55571	101869345	101886778	17434	+	0	inside	297	CNOT11
chr2	101923922	101923932	11	*	X069609	100847007	101925912	101925996	85	+	1979	upstream	1979	MIR5696
chr2	101924458	101924607	150	*	X069610	100847007	101925912	101925996	85	+	1304	upstream	1304	MIR5696
chr2	102004045	102004047	3	*	X069621	200407	101964816	102003965	39150	-	79	upstream	79	CREG2
chr2	102004198	102004302	105	*	X069622	200407	101964816	102003965	39150	-	232	upstream	232	CREG2
chr2	102606463	102606597	135	*	X069675	7850	102608306	102644884	36579	+	1708	upstream	1708	IL1R2
chr2	102606793	102606926	134	*	X069676	7850	102608306	102644884	36579	+	1379	upstream	1379	IL1R2
chr2	103235635	103235754	120	*	X069709	6549	103236166	103327809	91644	+	411	upstream	411	SLC9A2
chr2	103235800	103235852	53	*	X069710	6549	103236166	103327809	91644	+	313	upstream	313	SLC9A2
chr2	103352285	103352312	28	*	X069712	130827	103353394	103434138	80745	+	1081	upstream	1081	TMEM182
chr2	103352973	103353092	120	*	X069713	130827	103353394	103434138	80745	+	301	upstream	301	TMEM182
chr2	103352973	103353092	120	*	X069713	84804	103333666	103353347	19682	-	0	inside	254	MFSD9
chr2	105467826	105467945	120	*	X069758	100506421	105421883	105467934	46052	-	0	overlapStart	0	PANTR1
chr2	105468051	105468275	225	*	X069759	100506421	105421883	105467934	46052	-	116	upstream	116	PANTR1
chr2	105468951	105469100	150	*	X069760	100506421	105421883	105467934	46052	-	1016	upstream	1016	PANTR1
chr2	105469138	105469198	61	*	X069761	100506421	105421883	105467934	46052	-	1203	upstream	1203	PANTR1
chr2	105469298	105469347	50	*	X069762	100506421	105421883	105467934	46052	-	1363	upstream	1363	PANTR1
chr2	105469655	105469834	180	*	X069763	100506421	105421883	105467934	46052	-	1720	upstream	1720	PANTR1
chr2	105469854	105469973	120	*	X069764	100506421	105421883	105467934	46052	-	1919	upstream	1919	PANTR1
chr2	105469854	105469973	120	*	X069764	5455	105471969	105473471	1503	+	1995	upstream	1995	POU3F3
chr2	105470680	105470769	90	*	X069765	5455	105471969	105473471	1503	+	1199	upstream	1199	POU3F3
chr2	105471295	105471414	120	*	X069766	5455	105471969	105473471	1503	+	554	upstream	554	POU3F3
chr2	105471445	105471474	30	*	X069767	5455	105471969	105473471	1503	+	494	upstream	494	POU3F3
chr2	105945624	105945859	236	*	X069819	9392	105883540	105946148	62609	-	0	inside	288	TGFBRAP1
chr2	105954237	105954253	17	*	X069820	79074	105954013	105961984	7972	+	0	inside	223	C2orf49
chr2	108602546	108602695	150	*	X069913	60482	108602995	108630443	27449	+	299	upstream	299	SLC5A7
chr2	108602711	108602874	164	*	X069914	60482	108602995	108630443	27449	+	120	upstream	120	SLC5A7
chr2	108603149	108603160	12	*	X069915	60482	108602995	108630443	27449	+	0	inside	153	SLC5A7
chr2	109065756	109065914	159	*	X069920	9648	109065577	109125854	60278	+	0	inside	178	GCC2
chr2	109744661	109744679	19	*	X069949	344558	109745997	110262207	516211	+	1317	upstream	1317	SH3RF3
chr2	109744905	109745024	120	*	X069950	344558	109745997	110262207	516211	+	972	upstream	972	SH3RF3
chr2	109746579	109746728	150	*	X069951	100287216	109743784	109746575	2792	-	3	upstream	3	SH3RF3-AS1
chr2	109747029	109747163	135	*	X069952	100287216	109743784	109746575	2792	-	453	upstream	453	SH3RF3-AS1
chr2	109747749	109747883	135	*	X069953	100287216	109743784	109746575	2792	-	1173	upstream	1173	SH3RF3-AS1
chr2	110962670	110962687	18	*	X070005	4867	110880914	110962639	81726	-	30	upstream	30	NPHP1
chr2	111436366	111436485	120	*	X070008	699	111395409	111435684	40276	-	681	upstream	681	BUB1
chr2	111489782	111489916	135	*	X070025	55289	111490150	111875799	385650	+	233	upstream	233	ACOXL
chr2	111490127	111490936	810	*	X070026	55289	111490150	111875799	385650	+	0	overlapStart	0	ACOXL
chr2	112641818	112641942	125	*	X070096	64682	112525214	112641741	116528	-	76	upstream	76	ANAPC1
chr2	112642018	112642137	120	*	X070097	64682	112525214	112641741	116528	-	276	upstream	276	ANAPC1
chr2	112811746	112811778	33	*	X070098	84910	112812800	112876895	64096	+	1021	upstream	1021	TMEM87B
chr2	112895766	112895897	132	*	X070099	129804	112895962	112945791	49830	+	64	upstream	64	FBLN7
chr2	113032686	113032835	150	*	X070101	376940	113033178	113097640	64463	+	342	upstream	342	ZC3H6
